,Agency,Agency Type,Distribution Channel,Product Name,Net Sales,Commision (in value),category_age,category_duration,Continent,Claim
12752,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,3,2,0
1556,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,0,1,0
10894,JZI,Airlines,Online,Basic Plan,44.0,15.4,3,4,1,0
11304,C2B,Airlines,Online,Silver Plan,63.5,15.88,1,5,1,0
12613,C2B,Airlines,Online,Bronze Plan,16.0,4.0,2,0,1,0
21415,EPX,Travel Agency,Online,Cancellation Plan,81.0,0.0,1,5,1,0
5688,C2B,Airlines,Online,Bronze Plan,17.55,4.39,2,0,1,0
442,EPX,Travel Agency,Online,2 way Comprehensive Plan,24.0,0.0,2,0,1,0
33573,C2B,Airlines,Online,Silver Plan,34.8,8.7,4,1,1,0
21122,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,3,1,0
30113,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,2,1,0
36950,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,2,1,0
31043,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,4,1,0
19486,KML,Travel Agency,Online,Value Plan,48.0,18.24,2,4,1,0
6632,EPX,Travel Agency,Online,2 way Comprehensive Plan,79.0,0.0,2,5,2,0
3623,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,4,0
27130,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,44.0,28.6,3,4,4,0
27586,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
21371,EPX,Travel Agency,Online,Cancellation Plan,21.0,0.0,2,4,1,0
37597,KML,Travel Agency,Online,Value Plan,95.0,36.1,2,4,2,0
18885,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,1,6,3,0
3169,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,1,0
8834,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,3,3,1,0
24286,C2B,Airlines,Online,Gold Plan,78.0,19.5,2,1,1,0
4493,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1,2,1,0
12686,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,4,1,0
29005,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,3,2,1,0
31405,TTW,Travel Agency,Offline,Individual Comprehensive Plan,97.0,0.0,2,6,1,0
37786,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,0,1,0
16077,C2B,Airlines,Online,Gold Plan,73.0,18.25,1,1,1,0
30875,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,3,1,1
38365,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,3,1,0
35351,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,5,2,0
1655,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,3,4,0
7024,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,0,1,0
10517,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
9418,EPX,Travel Agency,Online,2 way Comprehensive Plan,96.0,0.0,2,4,1,0
6581,EPX,Travel Agency,Online,2 way Comprehensive Plan,36.0,0.0,2,4,1,0
26422,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,128.7,77.22,2,6,2,0
33878,EPX,Travel Agency,Online,Cancellation Plan,44.0,0.0,2,5,1,0
7893,RAB,Airlines,Online,Value Plan,15.0,6.0,4,3,1,0
978,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,2,1,0
34552,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,2,0,1,0
1718,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,0,1,0
9598,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,1,0,1,0
8385,EPX,Travel Agency,Online,2 way Comprehensive Plan,106.0,0.0,2,6,4,0
32571,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,2,6,1,0
9873,JZI,Airlines,Online,Value Plan,45.0,15.75,2,1,1,0
7641,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2,4,1,0
21412,EPX,Travel Agency,Online,Cancellation Plan,47.0,0.0,2,6,2,0
27246,C2B,Airlines,Online,Bronze Plan,0.0,5.53,1,4,1,0
3306,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,1,1,0
9055,C2B,Airlines,Online,Annual Gold Plan,287.4,71.85,3,6,1,0
29397,JZI,Airlines,Online,Basic Plan,30.0,10.5,4,4,1,0
36421,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,3,1,1,0
9030,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,0
24836,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-29.7,17.82,3,1,2,0
25240,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,3,1,0
18414,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,5,1,0
34600,EPX,Travel Agency,Online,2 way Comprehensive Plan,31.0,0.0,2,5,1,0
16377,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,1,1,0
9954,JZI,Airlines,Online,Basic Plan,26.0,9.1,4,1,1,0
14265,EPX,Travel Agency,Online,2 way Comprehensive Plan,63.0,0.0,3,0,1,0
34837,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,1,1,0
25901,EPX,Travel Agency,Online,1 way Comprehensive Plan,37.0,0.0,2,3,4,0
9565,C2B,Airlines,Online,Silver Plan,15.0,3.75,2,0,1,0
5422,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,4,1,0
37751,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,2,0,1,0
3502,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,5,2,0
28458,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,5.94,3,2,1,0
15455,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-99.0,59.4,2,5,3,0
9465,JZI,Airlines,Online,Basic Plan,35.0,12.25,1,5,1,0
25366,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,4,4,1,0
12096,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,5,1,0
21915,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,1,1,0
5814,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,3,6,1,0
35682,EPX,Travel Agency,Online,Cancellation Plan,34.0,0.0,2,4,1,0
10417,C2B,Airlines,Online,Bronze Plan,26.5,6.63,1,1,1,0
36352,C2B,Airlines,Online,Silver Plan,41.5,10.38,1,1,1,0
28841,LWC,Travel Agency,Online,Annual Travel Protect Silver,165.0,107.25,2,6,1,0
12883,JZI,Airlines,Online,Value Plan,138.0,48.3,2,5,3,0
16851,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
330,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,0
1702,JZI,Airlines,Online,Basic Plan,69.0,24.15,2,4,2,0
16959,C2B,Airlines,Online,Silver Plan,54.5,13.63,2,2,1,0
30252,EPX,Travel Agency,Offline,2 way Comprehensive Plan,68.0,0.0,2,1,3,0
14848,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
28173,EPX,Travel Agency,Online,2 way Comprehensive Plan,44.0,0.0,1,6,1,0
23414,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,0,1,0
35020,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,4,1,0
23973,EPX,Travel Agency,Online,Cancellation Plan,21.0,0.0,2,2,1,0
36911,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,3,2,0
5636,C2B,Airlines,Online,Silver Plan,24.5,6.13,1,0,1,0
8757,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,2,1,0
38526,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,3,1,0
4712,C2B,Airlines,Online,Silver Plan,39.0,9.75,2,1,1,0
4892,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,6,1,0
29539,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,6,3,0
33609,EPX,Travel Agency,Online,Cancellation Plan,55.0,0.0,2,2,1,0
9290,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,1,1,0
24695,EPX,Travel Agency,Online,Cancellation Plan,34.0,0.0,2,6,1,0
37235,EPX,Travel Agency,Online,2 way Comprehensive Plan,38.0,0.0,2,4,1,0
2586,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,2,1,0
27009,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,0,1,0
26525,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,6,1,0
37682,EPX,Travel Agency,Online,1 way Comprehensive Plan,42.0,0.0,2,4,1,0
27291,C2B,Airlines,Online,Silver Plan,27.0,6.75,2,1,1,0
18437,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,27.0,17.55,1,0,1,0
26906,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,1,1,0
18018,C2B,Airlines,Online,Silver Plan,207.9,51.98,2,4,1,0
14029,C2B,Airlines,Online,Bronze Plan,69.55,17.39,2,6,1,0
3976,C2B,Airlines,Online,Bronze Plan,20.0,5.0,1,1,1,0
37193,C2B,Airlines,Online,Silver Plan,33.5,8.38,1,6,1,0
1387,C2B,Airlines,Online,Silver Plan,57.0,14.25,1,4,1,0
888,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,0,1,0
21533,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,0,2,0
14693,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,0,3,0
11594,C2B,Airlines,Online,Silver Plan,25.0,6.25,1,4,1,0
26332,EPX,Travel Agency,Online,2 way Comprehensive Plan,31.0,0.0,2,2,1,0
27902,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,1,1,0
32537,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,3,6,1,0
16115,EPX,Travel Agency,Online,1 way Comprehensive Plan,50.0,0.0,2,0,1,0
29055,C2B,Airlines,Online,Gold Plan,27.5,6.88,2,0,1,0
26209,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,5,1,0
4544,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,1,4,1,0
3044,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,3,1,0
22088,JZI,Airlines,Online,Value Plan,58.0,20.3,2,2,1,0
14837,EPX,Travel Agency,Online,Cancellation Plan,39.0,0.0,2,1,1,0
39307,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,4,1,0
30673,EPX,Travel Agency,Online,2 way Comprehensive Plan,41.0,0.0,2,6,1,1
19803,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,3,1,0
25469,CBH,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,4,6,1,0
36484,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,2,1,1,0
34063,EPX,Travel Agency,Online,2 way Comprehensive Plan,100.0,0.0,2,4,2,0
34953,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,1,4,0
51,CSR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,0,4,1,0
18167,EPX,Travel Agency,Online,Cancellation Plan,34.0,0.0,2,5,1,0
38587,EPX,Travel Agency,Online,2 way Comprehensive Plan,41.0,0.0,2,3,1,0
34162,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,4,1,0
30257,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,6,4,0
16389,SSI,Airlines,Online,Ticket Protector,1.09,0.31,2,1,1,0
15264,JZI,Airlines,Online,Basic Plan,40.0,14.0,1,5,1,0
33803,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
33403,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,3,1,1,0
24796,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,4,1,0
15497,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,4,1,0
20503,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,3,1,0
147,EPX,Travel Agency,Online,Cancellation Plan,115.0,0.0,2,6,2,0
28676,C2B,Airlines,Online,Annual Silver Plan,301.0,75.25,2,6,1,0
12796,EPX,Travel Agency,Online,1 way Comprehensive Plan,109.0,0.0,2,0,1,0
21386,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,6,1,0
20204,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,118.8,71.28,3,6,4,0
25576,EPX,Travel Agency,Online,2 way Comprehensive Plan,81.0,0.0,2,1,2,0
14613,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,1,1,0
5068,EPX,Travel Agency,Online,Cancellation Plan,43.0,0.0,2,2,1,0
33107,EPX,Travel Agency,Online,Cancellation Plan,60.0,0.0,2,6,1,0
37110,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,0,1,0
35088,JZI,Airlines,Online,Basic Plan,52.0,18.2,1,6,1,0
19796,C2B,Airlines,Online,Silver Plan,82.55,20.64,1,2,1,0
3866,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,3,2,0
38961,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,5,1,0
35905,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,3,0,1,0
22762,EPX,Travel Agency,Online,2 way Comprehensive Plan,81.0,0.0,2,4,2,0
5176,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,3,4,0
21934,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,4,2,0
12458,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,5,1,0
33605,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,4,3,4,0
17090,C2B,Airlines,Online,Bronze Plan,65.0,16.25,2,0,1,0
32323,EPX,Travel Agency,Online,2 way Comprehensive Plan,71.0,0.0,2,1,2,0
6288,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,6,1,0
14503,C2B,Airlines,Online,Bronze Plan,39.9,9.97,2,0,1,0
4317,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,4,1,0
15951,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,3,1,0
2692,C2B,Airlines,Online,Bronze Plan,14.95,3.74,1,0,1,0
10135,C2B,Airlines,Online,Silver Plan,18.5,4.63,4,0,1,0
38556,EPX,Travel Agency,Online,2 way Comprehensive Plan,27.0,0.0,2,0,1,0
24839,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,17.82,3,1,1,0
28367,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,1,1,0
39030,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,3,3,0
25527,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,6,1,0
28697,JZI,Airlines,Online,Basic Plan,33.0,11.55,2,3,1,0
33195,C2B,Airlines,Online,Bronze Plan,16.0,4.0,2,0,1,0
16542,C2B,Airlines,Online,Silver Plan,114.0,28.5,2,4,1,0
29630,C2B,Airlines,Online,Bronze Plan,11.5,2.88,1,0,1,0
28279,JZI,Airlines,Online,Value Plan,39.0,13.65,2,1,1,0
619,JZI,Airlines,Online,Basic Plan,30.0,10.5,2,1,1,0
38400,EPX,Travel Agency,Online,Cancellation Plan,-50.0,0.0,2,6,0,0
536,EPX,Travel Agency,Online,1 way Comprehensive Plan,30.0,0.0,2,0,1,0
17206,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
29168,C2B,Airlines,Online,Bronze Plan,50.0,12.5,1,3,1,0
33463,CBH,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,4,4,1,0
9736,C2B,Airlines,Online,Bronze Plan,17.55,4.39,2,0,1,0
13566,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,3,2,0
32243,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,3,2,4,0
27625,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,4,1,0
7382,JZI,Airlines,Online,Basic Plan,22.0,7.7,1,3,1,0
36020,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2,4,1,0
32604,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,1
32392,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,4,1,0
31199,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,4,1,0
17245,C2B,Airlines,Online,Bronze Plan,11.5,2.88,2,2,1,0
25067,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,2,0
31828,JZI,Airlines,Online,Value Plan,36.0,12.6,4,0,1,0
24031,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,4,1,0
14424,EPX,Travel Agency,Online,2 way Comprehensive Plan,34.0,0.0,2,1,1,0
37380,EPX,Travel Agency,Online,2 way Comprehensive Plan,34.0,0.0,2,4,1,0
33840,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
36772,C2B,Airlines,Online,Bronze Plan,33.5,8.38,1,1,1,0
8394,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,1,0
39137,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,0,1,0
39241,C2B,Airlines,Online,Annual Silver Plan,301.0,75.25,2,6,1,1
31562,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,0,1,0
21586,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,65.34,2,4,2,0
19412,C2B,Airlines,Online,Silver Plan,63.5,15.88,1,2,1,0
27475,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
13905,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-49.5,29.7,2,3,1,0
25075,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,1,2,1,0
21055,C2B,Airlines,Online,Bronze Plan,16.0,4.0,2,4,1,1
36926,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,4,1,0
11755,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,3,1,0
37623,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,2,1,0
35930,EPX,Travel Agency,Online,2 way Comprehensive Plan,37.0,0.0,2,6,1,0
26176,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,2,0,1,0
21866,EPX,Travel Agency,Online,Cancellation Plan,38.0,0.0,2,4,1,0
1805,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,4,3,0
34662,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,4,4,0
16342,EPX,Travel Agency,Online,2 way Comprehensive Plan,24.0,0.0,2,3,1,0
27213,EPX,Travel Agency,Online,2 way Comprehensive Plan,64.0,0.0,2,6,2,0
31470,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,5,0
34847,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,2,4,0
17593,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,3,2,0
33424,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,4,1,0
14849,JZI,Airlines,Online,Basic Plan,35.0,12.25,2,6,1,0
20943,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,5,1,0
6535,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1,1,1,0
36863,EPX,Travel Agency,Online,2 way Comprehensive Plan,72.0,0.0,2,6,1,0
2191,EPX,Travel Agency,Online,2 way Comprehensive Plan,24.0,0.0,3,3,1,0
18911,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,29.7,2,1,4,0
37904,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,5,4,0
21068,JZI,Airlines,Online,Basic Plan,40.0,14.0,1,4,1,0
37122,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,2,1,1,0
20309,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,47.52,2,6,2,0
6764,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,2,1,0
11503,EPX,Travel Agency,Online,2 way Comprehensive Plan,29.0,0.0,2,0,1,0
7766,EPX,Travel Agency,Online,2 way Comprehensive Plan,57.0,0.0,2,4,1,0
26785,EPX,Travel Agency,Online,2 way Comprehensive Plan,28.0,0.0,3,2,1,0
22821,C2B,Airlines,Online,Bronze Plan,26.5,6.63,1,4,1,0
3631,C2B,Airlines,Online,Silver Plan,49.5,12.38,3,2,1,0
27181,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,2,0
2931,JZI,Airlines,Online,Basic Plan,33.0,11.55,2,2,1,0
14394,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,2,0
14776,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
12009,EPX,Travel Agency,Online,2 way Comprehensive Plan,42.0,0.0,1,0,1,0
24072,ART,Airlines,Online,24 Protect,24.79,8.68,2,0,1,0
28349,SSI,Airlines,Online,Ticket Protector,4.27,1.2,2,2,1,0
5715,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,198.0,118.8,2,3,1,0
37947,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,4,2,0
14200,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,1,2,0
31002,EPX,Travel Agency,Online,Cancellation Plan,57.0,0.0,2,5,1,0
28439,C2B,Airlines,Online,Annual Silver Plan,259.2,64.8,3,6,1,0
34350,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,39.5,25.68,1,6,1,0
26483,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,0,1,0
31104,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,2,1,0
10029,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,2,1,0
8365,RAB,Airlines,Online,Value Plan,15.0,6.0,4,0,1,0
16135,EPX,Travel Agency,Online,2 way Comprehensive Plan,40.0,0.0,2,4,1,0
22899,C2B,Airlines,Online,Silver Plan,25.9,6.47,3,1,1,0
26697,EPX,Travel Agency,Online,Cancellation Plan,44.0,0.0,2,6,1,0
2239,SSI,Airlines,Online,Ticket Protector,7.25,2.03,2,6,1,0
28735,JZI,Airlines,Online,Basic Plan,22.0,7.7,1,4,1,0
23671,EPX,Travel Agency,Online,1 way Comprehensive Plan,22.0,0.0,2,0,1,0
1838,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,1,1,1,0
11143,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
35587,LWC,Travel Agency,Online,Annual Travel Protect Platinum,404.25,262.76,3,6,3,0
38311,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,1,2,1,0
11403,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,1,5,1,0
30989,EPX,Travel Agency,Online,2 way Comprehensive Plan,37.0,0.0,2,4,1,0
15134,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,6,1,0
18634,JZI,Airlines,Online,Basic Plan,22.0,7.7,1,4,1,0
8911,EPX,Travel Agency,Online,2 way Comprehensive Plan,32.0,0.0,1,5,1,0
3947,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
22620,EPX,Travel Agency,Online,Cancellation Plan,45.0,0.0,2,5,1,0
9119,EPX,Travel Agency,Online,2 way Comprehensive Plan,52.0,0.0,2,1,1,0
35874,EPX,Travel Agency,Online,Cancellation Plan,60.0,0.0,2,5,2,0
36074,ADM,Travel Agency,Online,Premier Plan,147.0,55.86,1,4,2,0
3249,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,3,4,0
15000,C2B,Airlines,Online,Silver Plan,47.5,11.88,2,3,1,0
1316,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,1,1,0
18427,JZI,Airlines,Online,Value Plan,69.0,24.15,3,4,1,0
38528,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,1,4,0
6334,KML,Travel Agency,Online,Premier Plan,86.0,32.68,2,4,2,0
31752,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,2,1,1,0
4976,EPX,Travel Agency,Online,Cancellation Plan,37.0,0.0,2,6,1,0
4703,EPX,Travel Agency,Online,2 way Comprehensive Plan,36.0,0.0,2,6,1,0
7938,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49.5,29.7,2,1,4,0
20291,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,3,0,1,0
37812,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
16031,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,0,2,0
13943,C2B,Airlines,Online,Gold Plan,36.5,9.13,1,3,1,0
1730,EPX,Travel Agency,Online,2 way Comprehensive Plan,101.0,0.0,2,6,2,0
13222,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,59.4,2,4,4,0
32812,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,1,0,1,0
29547,EPX,Travel Agency,Online,2 way Comprehensive Plan,85.0,0.0,2,1,1,0
7538,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,2,6,1,0
24450,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,6,1,0
18012,EPX,Travel Agency,Online,2 way Comprehensive Plan,51.0,0.0,2,1,1,0
18037,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,1,1,0
22771,C2B,Airlines,Online,Bronze Plan,40.0,10.0,1,4,1,0
22482,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,5,4,0
5333,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,59.4,2,4,2,0
3199,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,1,1,0
3395,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
27036,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,4,4,0
25134,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,3,1,0
24039,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
21347,EPX,Travel Agency,Online,Cancellation Plan,27.0,0.0,2,2,4,0
38338,EPX,Travel Agency,Online,Cancellation Plan,60.0,0.0,2,1,2,0
3372,C2B,Airlines,Online,Bronze Plan,21.0,5.25,2,0,1,0
5427,EPX,Travel Agency,Online,Cancellation Plan,47.0,0.0,2,5,1,0
2811,C2B,Airlines,Online,Bronze Plan,13.5,3.38,1,1,1,0
28019,C2B,Airlines,Online,Silver Plan,112.5,28.13,1,4,1,0
17922,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,6,1,0
19402,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,6,2,0
