,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
292,EPX,Travel Agency,Online,Cancellation Plan,3,CHINA,18.0,0.0,36,No
293,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,INDONESIA,20.0,0.0,43,No
294,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,100,AUSTRALIA,59.4,35.64,31,No
295,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,24.0,0.0,36,No
296,JZI,Airlines,Online,Basic Plan,68,CHINA,40.0,14.0,21,No
297,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,28,No
298,C2B,Airlines,Online,Silver Plan,64,SINGAPORE,63.5,15.88,60,No
299,EPX,Travel Agency,Online,Cancellation Plan,8,HONG KONG,73.0,0.0,36,No
300,JZI,Airlines,Online,Value Plan,5,CHINA,45.0,15.75,42,No
301,EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,13.0,0.0,36,No
302,EPX,Travel Agency,Online,Cancellation Plan,13,MALAYSIA,14.0,0.0,36,No
303,EPX,Travel Agency,Online,Cancellation Plan,9,SERBIA,10.0,0.0,36,No
304,EPX,Travel Agency,Online,Cancellation Plan,31,UNITED STATES,16.0,0.0,27,No
305,EPX,Travel Agency,Online,Cancellation Plan,44,MALAYSIA,10.0,0.0,53,No
306,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,SINGAPORE,112.0,0.0,36,No
307,EPX,Travel Agency,Online,Cancellation Plan,25,INDONESIA,19.0,0.0,36,No
308,EPX,Travel Agency,Online,2 way Comprehensive Plan,77,UNITED STATES,112.0,0.0,40,No
309,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,CHINA,41.0,0.0,36,No
310,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,THAILAND,28.0,0.0,36,No
311,EPX,Travel Agency,Online,Cancellation Plan,101,UNITED STATES,66.0,0.0,39,No
312,SSI,Airlines,Online,Ticket Protector,145,SINGAPORE,1.61,0.45,48,No
313,EPX,Travel Agency,Online,Cancellation Plan,88,UNITED STATES,102.0,0.0,45,No
314,EPX,Travel Agency,Online,2 way Comprehensive Plan,222,MYANMAR,20.0,0.0,36,No
315,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,INDONESIA,20.0,0.0,36,No
316,CSR,Travel Agency,Offline,Comprehensive Plan,176,MALAYSIA,29.0,9.57,76,No
317,EPX,Travel Agency,Online,Cancellation Plan,38,CHINA,26.0,0.0,36,No
318,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,9.9,5.94,45,No
319,EPX,Travel Agency,Online,Cancellation Plan,165,PHILIPPINES,10.0,0.0,36,No
320,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,43.55,10.89,47,No
321,EPX,Travel Agency,Online,Cancellation Plan,16,MALAYSIA,10.0,0.0,36,No
322,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,THAILAND,21.0,0.0,36,No
323,EPX,Travel Agency,Online,Cancellation Plan,19,CHINA,25.0,0.0,36,No
324,RAB,Airlines,Online,Value Plan,2,BRUNEI DARUSSALAM,15.0,6.0,66,No
325,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,UNITED STATES,9.9,5.94,28,No
326,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,AUSTRALIA,81.0,0.0,36,No
327,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69,AUSTRALIA,59.4,35.64,40,No
328,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,20.0,5.0,36,No
329,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,AUSTRALIA,0.0,17.82,30,No
330,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,47,No
331,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,75.0,0.0,36,No
332,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,AUSTRALIA,79.2,47.52,31,No
333,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,ITALY,94.0,0.0,36,No
334,SSI,Airlines,Online,Ticket Protector,169,SINGAPORE,1.32,0.37,48,No
335,EPX,Travel Agency,Online,Cancellation Plan,2,INDIA,12.0,0.0,36,No
336,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,MALAYSIA,20.0,0.0,45,No
337,C2B,Airlines,Online,Annual Silver Plan,387,SINGAPORE,252.85,63.21,37,No
338,JZI,Airlines,Online,Basic Plan,10,CHINA,35.0,12.25,59,No
339,EPX,Travel Agency,Online,Cancellation Plan,19,SINGAPORE,21.0,0.0,36,No
340,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,THAILAND,29.7,17.82,31,No
341,C2B,Airlines,Online,Silver Plan,34,SINGAPORE,109.0,27.25,27,No
342,JZI,Airlines,Online,Basic Plan,39,INDONESIA,33.0,11.55,44,No
343,EPX,Travel Agency,Online,1 way Comprehensive Plan,18,SINGAPORE,20.0,0.0,36,No
344,EPX,Travel Agency,Online,Cancellation Plan,40,CROATIA,80.0,0.0,36,No
345,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,33.5,8.38,68,No
346,EPX,Travel Agency,Online,Cancellation Plan,49,"KOREA, REPUBLIC OF",19.0,0.0,36,No
347,C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,72.5,18.13,26,Yes
348,EPX,Travel Agency,Online,Cancellation Plan,13,THAILAND,10.0,0.0,26,No
349,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,CANADA,39.6,23.76,40,No
350,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,10.0,0.0,36,No
351,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,NEW ZEALAND,99.0,59.4,51,No
352,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,22.5,5.63,41,No
353,EPX,Travel Agency,Online,Cancellation Plan,21,"KOREA, REPUBLIC OF",10.0,0.0,25,No
354,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,CHINA,27.0,0.0,37,No
355,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,HONG KONG,22.0,0.0,36,No
356,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,10.0,0.0,49,No
357,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,109,THAILAND,39.6,23.76,49,No
358,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,CHINA,35.0,0.0,36,No
359,JZI,Airlines,Online,Basic Plan,14,CHINA,35.0,12.25,47,No
360,C2B,Airlines,Online,Silver Plan,41,SINGAPORE,33.5,8.38,29,No
362,C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,280.8,70.2,68,No
363,RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,31.0,12.4,37,No
364,EPX,Travel Agency,Online,Cancellation Plan,41,AUSTRALIA,28.0,0.0,36,No
365,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,MALAYSIA,20.0,0.0,36,No
366,JZI,Airlines,Online,Basic Plan,15,CHINA,22.0,7.7,38,No
367,EPX,Travel Agency,Online,Cancellation Plan,50,THAILAND,10.0,0.0,27,No
368,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,291.75,72.94,28,No
369,C2B,Airlines,Online,Bronze Plan,161,SINGAPORE,34.5,8.63,44,No
370,EPX,Travel Agency,Online,Cancellation Plan,154,MALAYSIA,10.0,0.0,34,No
372,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,UNITED ARAB EMIRATES,69.3,41.58,31,No
373,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,18.5,4.63,37,No
374,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,THAILAND,22.0,0.0,36,No
375,EPX,Travel Agency,Online,Cancellation Plan,6,THAILAND,12.0,0.0,31,No
376,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,11.0,0.0,36,No
377,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,MALAYSIA,29.7,17.82,38,No
378,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,FRANCE,19.8,11.88,28,No
379,EPX,Travel Agency,Online,Cancellation Plan,18,INDONESIA,19.0,0.0,36,No
380,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,SPAIN,99.0,59.4,49,No
381,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,NETHERLANDS,28.0,0.0,36,No
382,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDONESIA,22.0,0.0,36,No
383,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,MALAYSIA,20.0,0.0,36,No
384,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,THAILAND,29.7,17.82,30,No
385,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,INDONESIA,20.0,0.0,51,No
386,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,AUSTRALIA,138.6,83.16,31,No
387,EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,12.0,0.0,45,Yes
388,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,MALAYSIA,39.6,23.76,49,No
389,JZI,Airlines,Online,Basic Plan,35,INDONESIA,22.0,7.7,53,No
390,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,27.0,6.75,25,No
391,EPX,Travel Agency,Online,2 way Comprehensive Plan,88,VIET NAM,20.0,0.0,36,No
392,RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,36,No
393,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,MALAYSIA,9.9,5.94,51,No
394,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,20.0,5.0,42,No
395,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,45.0,11.25,51,No
396,EPX,Travel Agency,Online,Cancellation Plan,330,PERU,22.0,0.0,26,No
397,SSI,Airlines,Online,Ticket Protector,34,SINGAPORE,3.44,0.96,48,No
398,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.0,4.25,75,No
399,EPX,Travel Agency,Online,Cancellation Plan,28,CANADA,11.0,0.0,65,No
400,C2B,Airlines,Online,Gold Plan,65,SINGAPORE,33.5,8.38,32,No
401,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,MALAYSIA,55.0,0.0,36,No
402,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,HONG KONG,20.0,0.0,35,No
403,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,SINGAPORE,20.0,0.0,36,No
404,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,PHILIPPINES,33.0,0.0,36,No
405,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,33.5,8.38,24,No
406,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,AUSTRALIA,89.1,53.46,33,No
407,JZI,Airlines,Online,Basic Plan,6,HONG KONG,22.0,7.7,55,No
408,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,UNITED KINGDOM,0.0,77.22,59,No
409,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,SINGAPORE,31.0,0.0,36,No
410,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,93,NEW ZEALAND,138.6,83.16,53,No
411,JZI,Airlines,Online,Basic Plan,13,INDONESIA,22.0,7.7,38,No
412,EPX,Travel Agency,Online,Cancellation Plan,28,VIET NAM,10.0,0.0,36,No
413,RAB,Airlines,Online,Value Plan,6,BRUNEI DARUSSALAM,15.0,6.0,50,No
414,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,33,No
415,EPX,Travel Agency,Online,Cancellation Plan,13,"KOREA, REPUBLIC OF",42.0,0.0,36,No
416,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,No
417,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,"TAIWAN, PROVINCE OF CHINA",45.0,0.0,36,No
418,EPX,Travel Agency,Online,Cancellation Plan,3,MYANMAR,10.0,0.0,36,No
419,EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,10.0,0.0,38,No
420,EPX,Travel Agency,Online,1 way Comprehensive Plan,59,CHINA,20.0,0.0,36,No
421,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,JAPAN,29.0,0.0,36,No
422,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,MALAYSIA,20.0,0.0,36,No
423,EPX,Travel Agency,Online,1 way Comprehensive Plan,4,MONGOLIA,38.0,0.0,35,No
424,EPX,Travel Agency,Online,Cancellation Plan,17,INDONESIA,15.0,0.0,35,No
425,EPX,Travel Agency,Online,Cancellation Plan,14,PHILIPPINES,10.0,0.0,36,No
426,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,22.0,0.0,49,No
427,EPX,Travel Agency,Online,Cancellation Plan,40,UNITED STATES,16.0,0.0,25,No
428,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,27.0,6.75,32,No
429,EPX,Travel Agency,Online,Cancellation Plan,9,CHINA,43.0,0.0,35,No
430,ART,Airlines,Online,24 Protect,16,CAMBODIA,3.22,1.13,48,No
431,EPX,Travel Agency,Online,Cancellation Plan,75,PHILIPPINES,10.0,0.0,36,No
432,EPX,Travel Agency,Online,Cancellation Plan,47,PHILIPPINES,14.0,0.0,36,No
433,EPX,Travel Agency,Online,Cancellation Plan,22,INDONESIA,35.0,0.0,36,No
434,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDONESIA,20.0,0.0,44,No
435,ART,Airlines,Online,24 Protect,121,CAMBODIA,14.11,4.94,48,No
436,ART,Airlines,Online,24 Protect,2,PHILIPPINES,4.95,1.73,48,No
437,EPX,Travel Agency,Online,2 way Comprehensive Plan,106,HONG KONG,53.0,0.0,35,No
438,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,FRANCE,19.8,11.88,31,No
439,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,THAILAND,22.0,0.0,36,No
440,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,41.5,10.38,35,No
441,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,HONG KONG,28.0,0.0,36,No
442,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,INDONESIA,24.0,0.0,36,No
443,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,GREECE,29.7,17.82,46,No
444,EPX,Travel Agency,Online,Cancellation Plan,2,JAPAN,18.0,0.0,36,No
445,EPX,Travel Agency,Online,Cancellation Plan,140,THAILAND,10.0,0.0,25,No
446,EPX,Travel Agency,Online,Cancellation Plan,91,UNITED STATES,76.0,0.0,39,No
447,EPX,Travel Agency,Online,Cancellation Plan,4,QATAR,80.0,0.0,36,No
448,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,104,UNITED KINGDOM,89.1,53.46,45,No
449,EPX,Travel Agency,Online,Cancellation Plan,5,FRANCE,37.0,0.0,36,No
450,JZI,Airlines,Online,Basic Plan,63,CHINA,35.0,12.25,48,No
451,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,16.0,4.0,39,No
452,EPX,Travel Agency,Online,1 way Comprehensive Plan,23,MYANMAR,20.0,0.0,36,No
453,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,UNITED KINGDOM,0.0,5.94,31,No
454,JZI,Airlines,Online,Basic Plan,42,VIET NAM,22.0,7.7,46,No
455,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,43,No
456,EPX,Travel Agency,Online,Cancellation Plan,29,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,36,No
457,EPX,Travel Agency,Online,Cancellation Plan,11,HONG KONG,45.0,0.0,58,No
458,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,HONG KONG,20.0,0.0,55,No
459,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,INDIA,38.0,0.0,56,No
460,EPX,Travel Agency,Online,Cancellation Plan,134,MALAYSIA,26.0,0.0,33,No
461,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,14.0,0.0,35,No
462,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,PHILIPPINES,22.0,0.0,36,No
463,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,JAPAN,47.0,0.0,36,No
464,C2B,Airlines,Online,Annual Silver Plan,393,SINGAPORE,252.85,63.21,31,No
465,JZI,Airlines,Online,Basic Plan,22,HONG KONG,26.0,9.1,37,No
466,EPX,Travel Agency,Online,1 way Comprehensive Plan,27,SINGAPORE,59.0,0.0,36,No
467,JZI,Airlines,Online,Value Plan,69,SWITZERLAND,167.0,58.45,55,No
468,EPX,Travel Agency,Online,Cancellation Plan,14,JAPAN,0.0,0.0,27,No
469,JZI,Airlines,Online,Basic Plan,26,CHINA,26.0,9.1,48,No
470,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39.0,9.75,23,No
471,EPX,Travel Agency,Online,Cancellation Plan,99,INDIA,11.0,0.0,36,No
472,EPX,Travel Agency,Online,Cancellation Plan,35,INDIA,21.0,0.0,36,No
473,EPX,Travel Agency,Online,Cancellation Plan,78,GERMANY,71.0,0.0,36,No
474,EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,15.0,0.0,36,No
475,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,CZECH REPUBLIC,20.0,0.0,36,No
476,EPX,Travel Agency,Online,Cancellation Plan,4,CHINA,41.0,0.0,36,No
477,EPX,Travel Agency,Online,2 way Comprehensive Plan,118,SINGAPORE,112.0,0.0,36,No
478,EPX,Travel Agency,Online,Cancellation Plan,56,"KOREA, REPUBLIC OF",59.0,0.0,36,No
479,EPX,Travel Agency,Online,1 way Comprehensive Plan,29,THAILAND,20.0,0.0,36,No
480,C2B,Airlines,Online,Silver Plan,35,SINGAPORE,47.5,11.88,31,No
481,EPX,Travel Agency,Online,Cancellation Plan,7,PHILIPPINES,10.0,0.0,36,No
482,C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,94.0,23.5,33,No
483,EPX,Travel Agency,Online,Cancellation Plan,77,NORWAY,80.0,0.0,36,No
484,JZI,Airlines,Online,Value Plan,7,CHINA,45.0,15.75,30,No
485,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,HONG KONG,27.0,0.0,36,No
486,EPX,Travel Agency,Online,Cancellation Plan,33,INDONESIA,22.0,0.0,37,No
487,JZI,Airlines,Online,Basic Plan,12,THAILAND,22.0,7.7,66,No
488,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,27.75,6.94,25,No
489,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,"TAIWAN, PROVINCE OF CHINA",66.0,0.0,36,No
490,JZI,Airlines,Online,Basic Plan,18,INDONESIA,22.0,7.7,45,No
491,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,24,UNITED KINGDOM,29.7,17.82,31,No
492,EPX,Travel Agency,Online,Cancellation Plan,71,UNITED STATES,15.0,0.0,48,No
493,EPX,Travel Agency,Online,Cancellation Plan,33,LUXEMBOURG,34.0,0.0,36,No
494,EPX,Travel Agency,Online,Cancellation Plan,11,THAILAND,10.0,0.0,36,No
495,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,CHINA,31.0,0.0,36,No
496,EPX,Travel Agency,Online,1 way Comprehensive Plan,49,SINGAPORE,20.0,0.0,36,No
497,EPX,Travel Agency,Online,2 way Comprehensive Plan,74,THAILAND,22.0,0.0,29,No
498,JZI,Airlines,Online,Basic Plan,3,VIET NAM,18.0,6.3,49,No
499,EPX,Travel Agency,Online,Cancellation Plan,282,"KOREA, REPUBLIC OF",37.0,0.0,36,No
500,EPX,Travel Agency,Online,1 way Comprehensive Plan,29,CHINA,20.0,0.0,33,No
501,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,THAILAND,20.0,0.0,40,No
502,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,NEW ZEALAND,99.0,59.4,55,No
503,EPX,Travel Agency,Online,2 way Comprehensive Plan,123,JAPAN,34.0,0.0,36,No
504,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,CHINA,44.0,0.0,35,No
505,EPX,Travel Agency,Online,Cancellation Plan,13,"KOREA, REPUBLIC OF",67.0,0.0,36,No
506,EPX,Travel Agency,Online,Cancellation Plan,172,UNITED KINGDOM,80.0,0.0,36,No
507,EPX,Travel Agency,Online,Cancellation Plan,86,"KOREA, REPUBLIC OF",26.0,0.0,36,No
508,EPX,Travel Agency,Online,Cancellation Plan,30,PHILIPPINES,36.0,0.0,36,No
509,EPX,Travel Agency,Online,Cancellation Plan,63,"KOREA, REPUBLIC OF",10.0,0.0,24,No
510,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,27.0,0.0,54,No
511,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,CHINA,34.0,0.0,36,No
512,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.5,6.13,38,No
513,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,UNITED STATES,9.9,5.94,39,No
514,EPX,Travel Agency,Online,Cancellation Plan,18,MALAYSIA,10.0,0.0,32,No
515,EPX,Travel Agency,Online,Cancellation Plan,35,VIET NAM,18.0,0.0,36,No
516,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10.0,0.0,47,No
517,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,UNITED STATES,87.0,0.0,68,No
518,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,16.0,0.0,36,No
519,EPX,Travel Agency,Online,Cancellation Plan,19,MALAYSIA,19.0,0.0,33,No
520,EPX,Travel Agency,Online,1 way Comprehensive Plan,91,CAMBODIA,20.0,0.0,36,No
521,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,24.0,6.0,54,No
522,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,THAILAND,20.0,0.0,41,No
523,EPX,Travel Agency,Online,Cancellation Plan,10,INDONESIA,10.0,0.0,36,No
524,EPX,Travel Agency,Online,Cancellation Plan,14,THAILAND,27.0,0.0,36,No
525,EPX,Travel Agency,Online,Cancellation Plan,102,MALAYSIA,10.0,0.0,36,No
526,ADM,Travel Agency,Online,Value Plan,47,FRANCE,109.0,41.42,22,No
527,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,28.0,0.0,30,No
528,EPX,Travel Agency,Online,Cancellation Plan,20,INDIA,12.0,0.0,36,No
529,JZI,Airlines,Online,Basic Plan,47,CHINA,50.0,17.5,31,No
530,EPX,Travel Agency,Online,Cancellation Plan,49,CAMBODIA,11.0,0.0,36,No
531,C2B,Airlines,Online,Bronze Plan,87,SINGAPORE,52.65,13.16,42,No
532,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,29.0,0.0,36,No
533,EPX,Travel Agency,Online,Cancellation Plan,17,"KOREA, REPUBLIC OF",23.0,0.0,36,No
534,JZI,Airlines,Online,Basic Plan,10,MACAO,26.0,9.1,27,No
535,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MALAYSIA,20.0,0.0,54,No
536,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,"KOREA, REPUBLIC OF",30.0,0.0,36,No
537,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,MALAYSIA,49.5,29.7,46,No
538,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,SRI LANKA,53.0,0.0,36,No
539,JZI,Airlines,Online,Basic Plan,90,CHINA,44.0,15.4,62,No
540,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,MALAYSIA,19.8,11.88,35,No
541,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,0.0,0.0,37,No
542,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,INDONESIA,21.0,0.0,36,No
543,EPX,Travel Agency,Online,Cancellation Plan,9,INDONESIA,10.0,0.0,54,No
544,EPX,Travel Agency,Online,Cancellation Plan,16,MALTA,20.0,0.0,36,No
545,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,THAILAND,20.0,0.0,54,No
546,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,78,MALAYSIA,49.5,29.7,31,No
547,EPX,Travel Agency,Online,Cancellation Plan,40,CANADA,13.0,0.0,24,No
548,SSI,Airlines,Online,Ticket Protector,314,SINGAPORE,0.51,0.14,48,No
549,JZI,Airlines,Online,Basic Plan,101,CHINA,40.0,14.0,51,No
550,JZI,Airlines,Online,Value Plan,102,CHINA,83.0,29.05,45,No
551,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,38.0,0.0,33,No
552,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,HONG KONG,41.0,0.0,36,No
553,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,THAILAND,29.7,17.82,56,No
554,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,NEW ZEALAND,20.0,0.0,36,No
555,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,CHINA,30.0,0.0,36,No
556,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,CHINA,36.0,0.0,36,No
557,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,26.5,6.63,36,No
558,JZI,Airlines,Online,Basic Plan,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,39,No
559,CSR,Travel Agency,Offline,Comprehensive Plan,29,THAILAND,29.0,9.57,73,No
560,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,"KOREA, REPUBLIC OF",112.0,0.0,36,No
561,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39.0,9.75,24,Yes
562,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,SINGAPORE,20.0,0.0,36,No
563,C2B,Airlines,Online,Annual Silver Plan,386,SINGAPORE,252.85,63.21,30,No
564,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,HONG KONG,43.0,0.0,36,No
565,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,AUSTRALIA,59.4,35.64,47,No
566,JZI,Airlines,Online,Basic Plan,9,HONG KONG,0.0,9.1,31,No
567,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,AUSTRALIA,59.4,35.64,34,No
568,C2B,Airlines,Online,Bronze Plan,54,SINGAPORE,33.5,8.38,23,No
569,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,VIET NAM,20.0,0.0,36,No
570,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,UNITED STATES,128.7,77.22,59,No
571,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,AUSTRALIA,99.0,59.4,31,No
572,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,24.0,0.0,36,No
573,EPX,Travel Agency,Online,Cancellation Plan,20,CHINA,19.0,0.0,36,No
574,C2B,Airlines,Online,Annual Silver Plan,383,SINGAPORE,216.0,54.0,40,No
575,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,"KOREA, REPUBLIC OF",36.0,0.0,40,No
576,EPX,Travel Agency,Online,Cancellation Plan,18,HONG KONG,80.0,0.0,59,No
577,C2B,Airlines,Online,Silver Plan,81,SINGAPORE,41.5,10.38,29,No
578,JZI,Airlines,Online,Basic Plan,283,PHILIPPINES,37.0,12.95,38,No
579,EPX,Travel Agency,Online,Cancellation Plan,17,SINGAPORE,10.0,0.0,36,No
580,EPX,Travel Agency,Online,Cancellation Plan,47,MACAO,19.0,0.0,36,No
581,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,115,UNITED STATES,79.2,47.52,39,No
582,SSI,Airlines,Online,Ticket Protector,144,SINGAPORE,11.51,3.23,48,No
583,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,THAILAND,27.0,0.0,36,No
