,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
26242,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,SWITZERLAND,112.0,0.0,36,No
17900,EPX,Travel Agency,Online,Cancellation Plan,14,THAILAND,10.0,0.0,25,No
8886,JZI,Airlines,Online,Basic Plan,62,VIETNAM,22.0,7.7,28,No
7039,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,27.75,6.94,9,No
27708,EPX,Travel Agency,Online,Cancellation Plan,13,PHILIPPINES,10.0,0.0,30,No
25609,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,CHINA,42.0,0.0,36,No
14342,JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,46,No
21727,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,AUSTRALIA,69.3,41.58,56,No
17018,JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18.0,6.3,40,No
37897,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89,AUSTRALIA,79.2,47.52,42,No
26303,EPX,Travel Agency,Online,Cancellation Plan,37,HONG KONG,21.0,0.0,36,No
22193,EPX,Travel Agency,Online,Cancellation Plan,14,THAILAND,25.0,0.0,36,No
7022,JZI,Airlines,Online,Value Plan,56,CHINA,45.0,15.75,23,No
3658,EPX,Travel Agency,Online,Cancellation Plan,16,SINGAPORE,28.0,0.0,36,No
26848,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,UNITED STATES,20.0,0.0,24,No
32231,EPX,Travel Agency,Online,Cancellation Plan,5,CAMBODIA,10.0,0.0,35,No
33254,EPX,Travel Agency,Online,2 way Comprehensive Plan,38,UNITED KINGDOM,62.0,0.0,36,No
6617,JZI,Airlines,Online,Basic Plan,4,INDONESIA,18.0,6.3,31,No
24222,JZI,Airlines,Online,Value Plan,33,AUSTRALIA,92.0,32.2,72,No
2082,EPX,Travel Agency,Online,Cancellation Plan,67,UNITED STATES,75.0,0.0,44,No
5214,EPX,Travel Agency,Online,2 way Comprehensive Plan,75,SOUTH KOREA,48.0,0.0,36,No
27603,EPX,Travel Agency,Online,Cancellation Plan,118,SINGAPORE,28.0,0.0,36,No
31713,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,46,AUSTRALIA,79.2,47.52,35,No
20012,JZI,Airlines,Online,Value Plan,161,FINLAND,125.0,43.75,49,No
16034,JZI,Airlines,Online,Value Plan,5,IRELAND,49.0,17.15,41,No
13443,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,THAILAND,29.7,17.82,35,No
29162,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,23.0,0.0,36,No
25964,JZI,Airlines,Online,Basic Plan,15,MALAYSIA,22.0,7.7,47,No
26601,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,FRANCE,-29.7,17.82,26,No
1881,JZI,Airlines,Online,Value Plan,53,UNITED STATES,164.0,57.4,26,No
34030,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,THAILAND,44.0,0.0,35,No
38237,EPX,Travel Agency,Online,Cancellation Plan,109,INDIA,23.0,0.0,40,No
25775,C2B,Airlines,Online,Gold Plan,7,SINGAPORE,38.35,9.59,50,No
237,EPX,Travel Agency,Online,2 way Comprehensive Plan,93,INDONESIA,20.0,0.0,45,No
5720,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,144,UNITED STATES,19.8,11.88,72,No
10252,EPX,Travel Agency,Online,Cancellation Plan,47,THAILAND,10.0,0.0,24,No
8320,EPX,Travel Agency,Online,Cancellation Plan,28,THAILAND,14.0,0.0,36,No
19820,EPX,Travel Agency,Online,Cancellation Plan,150,RUSSIA,52.0,0.0,36,No
31822,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,UNITED KINGDOM,79.2,47.52,43,No
23348,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,JAPAN,84.0,0.0,36,No
12960,JZI,Airlines,Online,Basic Plan,13,HONG KONG,26.0,9.1,49,No
39286,EPX,Travel Agency,Online,Cancellation Plan,28,HONG KONG,17.0,0.0,36,No
19213,EPX,Travel Agency,Online,Cancellation Plan,44,TAIWAN,19.0,0.0,36,No
38492,EPX,Travel Agency,Online,2 way Comprehensive Plan,67,THAILAND,20.0,0.0,30,No
35363,EPX,Travel Agency,Online,2 way Comprehensive Plan,81,LAOS,48.0,0.0,34,No
10995,EPX,Travel Agency,Online,Cancellation Plan,21,CHINA,19.0,0.0,36,No
22092,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,10,JAPAN,36.5,23.73,33,Yes
1217,EPX,Travel Agency,Online,Cancellation Plan,132,AUSTRALIA,70.0,0.0,36,No
24640,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,AUSTRALIA,0.0,17.82,31,No
38253,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,CHINA,53.0,0.0,36,No
12646,EPX,Travel Agency,Online,Cancellation Plan,49,UNITED STATES,101.0,0.0,48,No
28551,EPX,Travel Agency,Online,Cancellation Plan,16,JAPAN,63.0,0.0,36,No
23008,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,HONG KONG,50.0,0.0,36,No
21671,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,64,MALAYSIA,39.6,23.76,26,No
1043,CCR,Travel Agency,Offline,Comprehensive Plan,86,CHINA,50.0,16.5,72,No
7451,JZI,Airlines,Online,Basic Plan,32,MYANMAR,18.0,6.3,29,No
1501,EPX,Travel Agency,Online,Cancellation Plan,6,BANGLADESH,16.0,0.0,33,No
26523,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MYANMAR,20.0,0.0,36,No
20617,EPX,Travel Agency,Online,Cancellation Plan,5,SINGAPORE,18.0,0.0,35,No
11055,EPX,Travel Agency,Online,2 way Comprehensive Plan,52,THAILAND,39.0,0.0,46,No
22276,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,MALAYSIA,0.0,17.82,41,No
5036,TST,Travel Agency,Offline,Travel Cruise Protect,40,THAILAND,30.0,10.5,55,No
22390,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,116,NEW ZEALAND,79.2,47.52,53,No
17992,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MALAYSIA,20.0,0.0,28,No
6919,EPX,Travel Agency,Online,2 way Comprehensive Plan,111,UNITED KINGDOM,111.0,0.0,36,No
11106,EPX,Travel Agency,Online,2 way Comprehensive Plan,84,CHINA,37.0,0.0,36,No
8684,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,AUSTRALIA,49.5,29.7,41,No
25109,SSI,Airlines,Online,Ticket Protector,99,SINGAPORE,12.35,3.46,48,No
21520,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,TAIWAN,32.0,0.0,36,No
20924,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,31,FRANCE,58.5,38.02,60,No
28540,EPX,Travel Agency,Online,Cancellation Plan,28,CHINA,23.0,0.0,36,No
30562,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,JAPAN,60.0,0.0,36,No
4236,JZI,Airlines,Online,Value Plan,41,SOUTH KOREA,45.0,15.75,54,No
28962,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,67,No
25779,C2B,Airlines,Online,Silver Plan,72,SINGAPORE,93.6,23.4,26,No
559,CSR,Travel Agency,Offline,Comprehensive Plan,29,THAILAND,29.0,9.57,73,No
23995,JZI,Airlines,Online,Basic Plan,34,HONG KONG,26.0,9.1,48,No
35840,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MYANMAR,45.0,0.0,36,No
17052,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,SOUTH KOREA,21.0,0.0,35,No
28941,EPX,Travel Agency,Online,1 way Comprehensive Plan,28,CHINA,20.0,0.0,41,No
34220,C2B,Airlines,Online,Bronze Plan,160,SINGAPORE,40.5,10.13,44,No
35192,EPX,Travel Agency,Online,Cancellation Plan,77,JAPAN,56.0,0.0,36,No
13510,EPX,Travel Agency,Online,Cancellation Plan,88,SINGAPORE,10.0,0.0,30,No
13808,JZI,Airlines,Online,Basic Plan,55,PHILIPPINES,37.0,12.95,45,No
14054,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,131,SINGAPORE,0.0,17.82,31,No
958,EPX,Travel Agency,Online,Cancellation Plan,7,VIETNAM,10.0,0.0,58,No
22344,EPX,Travel Agency,Online,1 way Comprehensive Plan,34,CHINA,31.0,0.0,36,No
15757,EPX,Travel Agency,Online,Cancellation Plan,52,SINGAPORE,50.0,0.0,36,No
36755,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.2,4.05,24,No
21838,JZI,Airlines,Online,Basic Plan,19,CHINA,22.0,7.7,50,No
24573,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,MALAYSIA,23.0,0.0,27,No
3840,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,SOUTH KOREA,40.0,0.0,36,No
38413,EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,11.0,0.0,45,No
9762,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,PHILIPPINES,58.0,0.0,36,No
17751,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SOUTH KOREA,92.0,0.0,37,No
13829,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,18.0,4.5,37,No
34395,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,40.0,10.0,26,No
15823,C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,278.85,69.71,33,No
34452,EPX,Travel Agency,Online,Cancellation Plan,6,INDIA,23.0,0.0,27,No
2176,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,93,JAPAN,44.0,28.6,56,No
104,JZI,Airlines,Online,Value Plan,10,CHINA,45.0,15.75,45,No
6665,CCR,Travel Agency,Offline,Comprehensive Plan,91,MALAYSIA,29.0,9.57,71,No
17407,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,GREECE,59.4,35.64,31,No
2655,EPX,Travel Agency,Online,Cancellation Plan,117,UNITED STATES,80.0,0.0,57,No
5093,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,SINGAPORE,9.9,5.94,31,No
19066,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,MALAYSIA,29.7,17.82,27,No
1854,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,SOUTH KOREA,44.0,0.0,36,No
34256,EPX,Travel Agency,Online,2 way Comprehensive Plan,68,INDONESIA,20.0,0.0,21,No
29678,JZI,Airlines,Online,Basic Plan,104,SOUTH KOREA,35.0,12.25,32,No
1201,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,NETHERLANDS,9.9,5.94,33,No
37889,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,NEW ZEALAND,0.0,5.94,31,No
26926,EPX,Travel Agency,Online,Cancellation Plan,37,HONG KONG,12.0,0.0,47,No
2846,EPX,Travel Agency,Online,Cancellation Plan,16,SINGAPORE,11.0,0.0,35,No
35675,EPX,Travel Agency,Online,Cancellation Plan,284,JAPAN,45.0,0.0,36,No
13211,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,THAILAND,29.7,17.82,35,No
11706,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,UNITED STATES,101.0,0.0,22,No
32204,EPX,Travel Agency,Online,Cancellation Plan,23,VIETNAM,50.0,0.0,36,No
4888,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,30.55,7.64,33,No
27329,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,THAILAND,22.0,0.0,36,No
1414,C2B,Airlines,Online,Bronze Plan,154,SINGAPORE,185.0,46.25,26,No
7662,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216.0,54.0,32,No
37618,CSR,Travel Agency,Offline,Comprehensive Plan,38,THAILAND,29.0,9.57,84,No
872,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,CHINA,23.0,0.0,36,No
37144,EPX,Travel Agency,Online,Cancellation Plan,78,CHINA,10.0,0.0,36,No
11132,C2B,Airlines,Online,Bronze Plan,52,SINGAPORE,113.0,28.25,32,No
26782,EPX,Travel Agency,Online,1 way Comprehensive Plan,84,PHILIPPINES,55.0,0.0,45,No
19657,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,AUSTRALIA,39.6,23.76,43,No
26191,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,MALAYSIA,29.7,17.82,34,No
29480,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,AUSTRALIA,9.9,5.94,52,No
16169,EPX,Travel Agency,Online,Cancellation Plan,3,THAILAND,12.0,0.0,33,No
38546,C2B,Airlines,Online,Silver Plan,12,SINGAPORE,41.5,10.38,37,No
10840,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,VIETNAM,20.0,0.0,36,No
19510,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,THAILAND,48.0,0.0,35,No
35817,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,83,NEW ZEALAND,0.0,59.4,57,No
27510,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,TAIWAN,43.0,0.0,36,No
28353,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,33.5,8.38,54,Yes
24398,EPX,Travel Agency,Online,1 way Comprehensive Plan,25,THAILAND,20.0,0.0,24,No
4822,C2B,Airlines,Online,Silver Plan,12,SINGAPORE,22.5,5.63,66,No
31672,EPX,Travel Agency,Online,Cancellation Plan,251,NEW ZEALAND,70.0,0.0,36,No
11282,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,15.0,3.75,26,No
29734,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,JAPAN,112.0,0.0,35,No
24953,EPX,Travel Agency,Online,1 way Comprehensive Plan,21,TAIWAN,20.0,0.0,65,No
26955,EPX,Travel Agency,Online,2 way Comprehensive Plan,105,JAPAN,49.0,0.0,36,No
38042,CCR,Travel Agency,Offline,Comprehensive Plan,128,THAILAND,29.0,9.57,76,No
28634,EPX,Travel Agency,Online,Cancellation Plan,77,THAILAND,14.0,0.0,60,No
27480,EPX,Travel Agency,Online,Cancellation Plan,5,INDONESIA,20.0,0.0,36,No
13767,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,CHINA,34.0,0.0,36,No
3320,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,VIETNAM,20.0,0.0,35,No
36881,EPX,Travel Agency,Online,Cancellation Plan,27,PHILIPPINES,13.0,0.0,36,No
30328,RAB,Airlines,Online,Value Plan,27,BRUNEI DARUSSALAM,15.0,6.0,63,No
36213,SSI,Airlines,Online,Ticket Protector,41,SINGAPORE,11.88,3.33,48,No
27030,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,INDONESIA,20.0,0.0,35,No
16008,EPX,Travel Agency,Online,2 way Comprehensive Plan,73,VIETNAM,20.0,0.0,36,No
31997,EPX,Travel Agency,Online,Cancellation Plan,17,THAILAND,26.0,0.0,36,No
5201,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,SWEDEN,59.4,35.64,53,No
7481,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,THAILAND,39.6,23.76,38,No
3252,EPX,Travel Agency,Online,1 way Comprehensive Plan,65,AUSTRALIA,36.0,0.0,36,No
9728,EPX,Travel Agency,Online,2 way Comprehensive Plan,98,SINGAPORE,112.0,0.0,36,No
9798,EPX,Travel Agency,Online,Cancellation Plan,17,VIETNAM,19.0,0.0,35,No
23797,EPX,Travel Agency,Online,Cancellation Plan,11,PHILIPPINES,58.0,0.0,36,No
23493,SSI,Airlines,Online,Ticket Protector,25,SINGAPORE,0.84,0.24,48,No
31618,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,GREECE,19.8,11.88,31,No
11892,C2B,Airlines,Online,Silver Plan,45,SINGAPORE,41.5,10.38,43,No
28870,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,17.55,4.39,45,No
8279,LWC,Travel Agency,Online,Annual Travel Protect Platinum,380,UNITED STATES,323.4,210.21,62,No
25712,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,SINGAPORE,0.0,0.0,36,No
24228,EPX,Travel Agency,Online,Cancellation Plan,209,ITALY,73.0,0.0,36,No
34940,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,JAPAN,112.0,0.0,36,No
10157,EPX,Travel Agency,Online,Cancellation Plan,56,INDIA,17.0,0.0,36,No
26182,EPX,Travel Agency,Online,Cancellation Plan,133,THAILAND,80.0,0.0,36,No
24473,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,VIETNAM,40.0,0.0,64,No
34714,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,34.5,8.63,35,No
9428,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,BRAZIL,31.0,0.0,36,No
31696,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,60.0,15.0,36,Yes
21803,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,45.0,0.0,36,No
22842,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,SOUTH KOREA,66.0,0.0,36,No
8093,JZI,Airlines,Online,Value Plan,6,JAPAN,45.0,15.75,47,No
896,SSI,Airlines,Online,Ticket Protector,74,SINGAPORE,4.37,1.22,48,No
565,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,AUSTRALIA,59.4,35.64,47,No
4626,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,29.7,17.82,31,No
28119,EPX,Travel Agency,Online,Cancellation Plan,10,VIETNAM,13.0,0.0,46,No
11005,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59,SWITZERLAND,39.6,23.76,26,No
34690,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,TAIWAN,27.0,0.0,36,No
38661,C2B,Airlines,Online,Gold Plan,8,SINGAPORE,27.0,6.75,31,No
22600,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,20.0,0.0,51,No
17464,JZI,Airlines,Online,Basic Plan,29,THAILAND,18.0,6.3,50,No
22959,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,AUSTRALIA,49.5,29.7,35,No
30991,EPX,Travel Agency,Online,Cancellation Plan,8,CHINA,0.0,0.0,35,No
15520,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,MALAYSIA,43.0,0.0,36,No
27781,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,AUSTRALIA,59.4,35.64,58,No
30204,JZI,Airlines,Online,Basic Plan,1,INDONESIA,18.0,6.3,70,No
5038,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.55,4.39,24,No
130,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,INDIA,30.0,0.0,36,No
10937,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,THAILAND,0.0,5.94,27,No
11153,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,10.0,0.0,63,No
30043,EPX,Travel Agency,Online,Cancellation Plan,58,SINGAPORE,80.0,0.0,48,No
10891,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,34.5,8.63,39,No
24189,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,53,AUSTRALIA,49.5,29.7,57,No
7880,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,HONG KONG,24.0,0.0,36,No
4771,JZI,Airlines,Online,Basic Plan,57,CHINA,35.0,12.25,54,No
12676,C2B,Airlines,Online,Silver Plan,19,SINGAPORE,62.0,15.5,29,No
6003,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,THAILAND,20.0,0.0,42,No
24612,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,AZERBAIJAN,0.0,11.88,31,No
22948,JZI,Airlines,Online,Basic Plan,35,PHILIPPINES,42.0,14.7,42,No
38001,KML,Travel Agency,Online,Value Plan,13,NETHERLANDS,75.0,28.5,48,No
18129,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,118,AUSTRALIA,79.2,47.52,49,No
9478,JZI,Airlines,Online,Basic Plan,18,JAPAN,40.0,14.0,55,No
36275,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,29.7,17.82,71,No
6273,EPX,Travel Agency,Online,2 way Comprehensive Plan,43,UNITED STATES,94.0,0.0,39,No
35284,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,MALAYSIA,0.0,17.82,31,No
19895,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,11.5,2.88,30,No
31945,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,GREECE,101.0,0.0,35,No
8807,EPX,Travel Agency,Online,Cancellation Plan,61,AUSTRALIA,17.0,0.0,25,No
22074,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,84,SPAIN,39.6,23.76,38,No
11809,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,47,No
1726,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,AUSTRALIA,0.0,17.82,60,No
20649,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,JAPAN,109.0,0.0,36,No
7157,EPX,Travel Agency,Online,Cancellation Plan,91,NEPAL,40.0,0.0,36,No
18278,EPX,Travel Agency,Online,2 way Comprehensive Plan,109,FRANCE,78.0,0.0,36,No
6210,EPX,Travel Agency,Online,Cancellation Plan,5,PHILIPPINES,10.0,0.0,33,No
4424,EPX,Travel Agency,Online,Cancellation Plan,4,HONG KONG,15.0,0.0,36,No
32234,JZI,Airlines,Online,Basic Plan,103,AUSTRALIA,26.0,9.1,32,No
8057,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,ICELAND,29.7,17.82,24,No
26089,JZI,Airlines,Online,Basic Plan,106,SOUTH KOREA,35.0,12.25,31,No
17525,EPX,Travel Agency,Online,2 way Comprehensive Plan,225,UNITED KINGDOM,67.0,0.0,36,No
38423,KML,Travel Agency,Online,Premier Plan,82,INDONESIA,29.0,11.02,48,No
28392,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,27,No
9990,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,CHINA,31.0,0.0,36,No
18742,EPX,Travel Agency,Online,Cancellation Plan,38,UNITED ARAB EMIRATES,24.0,0.0,36,No
4308,C2B,Airlines,Online,Silver Plan,70,SINGAPORE,22.5,5.63,26,No
13027,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,33.5,8.38,57,No
30167,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,VIETNAM,34.0,0.0,36,No
23902,EPX,Travel Agency,Online,Cancellation Plan,59,COLOMBIA,-80.0,0.0,36,No
713,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,UNITED KINGDOM,59.4,35.64,33,No
1165,EPX,Travel Agency,Online,Cancellation Plan,50,ICELAND,62.0,0.0,36,No
17881,EPX,Travel Agency,Online,Cancellation Plan,103,MONGOLIA,44.0,0.0,36,No
28136,EPX,Travel Agency,Online,Cancellation Plan,58,SOUTH KOREA,22.0,0.0,36,No
36127,JZI,Airlines,Online,Basic Plan,0,INDIA,22.0,7.7,36,No
4689,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,PHILIPPINES,34.0,0.0,36,No
4117,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,154,AUSTRALIA,108.9,65.34,41,No
19310,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,AUSTRALIA,19.8,11.88,60,No
11624,EPX,Travel Agency,Online,Cancellation Plan,8,JAPAN,13.0,0.0,25,No
10784,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,54.5,13.63,37,No
17810,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,MALAYSIA,39.6,23.76,46,No
29748,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.05,6.01,24,No
28104,C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,161.0,40.25,62,No
30176,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,9.9,5.94,50,No
25387,JZI,Airlines,Online,Basic Plan,23,VIETNAM,22.0,7.7,56,No
19199,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,PHILIPPINES,20.0,0.0,36,No
7527,EPX,Travel Agency,Online,2 way Comprehensive Plan,80,HONG KONG,38.0,0.0,36,No
9733,EPX,Travel Agency,Online,Cancellation Plan,29,CHINA,57.0,0.0,36,No
23069,JZI,Airlines,Online,Basic Plan,9,SOUTH KOREA,35.0,12.25,28,No
13398,EPX,Travel Agency,Online,Cancellation Plan,46,HONG KONG,17.0,0.0,59,No
14971,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,SPAIN,29.7,17.82,31,No
20382,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,UNITED STATES,112.0,0.0,52,No
3185,EPX,Travel Agency,Online,2 way Comprehensive Plan,51,SRI LANKA,37.0,0.0,36,No
7669,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,SRI LANKA,22.0,0.0,33,No
3522,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,47,FRANCE,69.3,41.58,32,No
25898,EPX,Travel Agency,Online,Cancellation Plan,53,UNITED STATES,65.0,0.0,25,No
27025,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,THAILAND,20.0,0.0,31,No
6932,EPX,Travel Agency,Online,Cancellation Plan,8,CHINA,0.0,0.0,36,No
8204,EPX,Travel Agency,Online,Cancellation Plan,31,HONG KONG,13.0,0.0,36,No
39259,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,27.0,6.75,26,No
25450,ADM,Travel Agency,Online,Premier Plan,88,FRANCE,0.0,49.4,22,No
5824,EPX,Travel Agency,Online,Cancellation Plan,15,MYANMAR,10.0,0.0,36,No
10546,EPX,Travel Agency,Online,Cancellation Plan,60,SOUTH KOREA,41.0,0.0,36,No
30653,JZI,Airlines,Online,Basic Plan,26,HONG KONG,35.0,12.25,45,No
33917,EPX,Travel Agency,Online,Cancellation Plan,10,MYANMAR,16.0,0.0,36,No
15773,EPX,Travel Agency,Online,Cancellation Plan,168,INDIA,20.0,0.0,36,No
35882,SSI,Airlines,Online,Ticket Protector,185,SINGAPORE,4.22,1.18,48,No
13551,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,SOUTH KOREA,19.8,11.88,40,No
27050,JZI,Airlines,Online,Value Plan,20,AUSTRALIA,45.0,15.75,40,No
25014,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,AUSTRALIA,49.5,29.7,62,No
38354,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,THAILAND,41.0,0.0,36,No
4807,EPX,Travel Agency,Online,Cancellation Plan,12,MALAYSIA,31.0,0.0,35,No
23687,SSI,Airlines,Online,Ticket Protector,129,SINGAPORE,5.51,1.55,48,No
30670,C2B,Airlines,Online,Bronze Plan,118,SINGAPORE,63.6,15.9,37,No
1648,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,34.5,8.63,30,Yes
38304,KML,Travel Agency,Online,Value Plan,12,UNITED KINGDOM,95.0,36.1,48,No
31467,JZI,Airlines,Online,Basic Plan,131,CAMBODIA,30.0,10.5,62,No
36655,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,53,JAPAN,44.0,28.6,63,No
15682,JZI,Airlines,Online,Basic Plan,7,JAPAN,35.0,12.25,36,No
28547,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,12.0,0.0,36,No
6556,EPX,Travel Agency,Online,1 way Comprehensive Plan,73,UNITED STATES,20.0,0.0,23,No
11623,JZI,Airlines,Online,Basic Plan,125,SOUTH KOREA,26.0,9.1,40,No
